충전소명,충전일,충전시작시간,충전종료시간,충전일자,충전시간,요일,주말
홍제1동 공용주차장,2021-09-17,2021-09-17 10:59:46,2021-09-17 11:56:43,2021-09-17,56.0,4,0
홍제1동 공용주차장,2021-09-17,2021-09-17 10:59:30,2021-09-17 11:56:14,2021-09-17,56.0,4,0
홍제1동 공용주차장,2021-09-17,2021-09-17 10:39:35,2021-09-17 10:57:27,2021-09-17,17.0,4,0
홍제1동 공용주차장,2021-09-17,2021-09-17 06:57:12,2021-09-17 08:15:54,2021-09-17,78.0,4,0
홍제1동 공용주차장,2021-09-16,2021-09-16 20:36:20,2021-09-16 20:59:51,2021-09-16,23.0,3,0
홍제1동 공용주차장,2021-09-16,2021-09-16 18:47:29,2021-09-16 19:33:27,2021-09-16,45.0,3,0
홍제1동 공용주차장,2021-09-16,2021-09-16 18:27:27,2021-09-16 19:17:20,2021-09-16,49.0,3,0
홍제1동 공용주차장,2021-09-16,2021-09-16 12:51:02,2021-09-16 13:55:26,2021-09-16,64.0,3,0
홍제1동 공용주차장,2021-09-16,2021-09-16 09:58:55,2021-09-16 11:17:56,2021-09-16,79.0,3,0
홍제1동 공용주차장,2021-09-16,2021-09-16 07:03:12,2021-09-16 07:48:19,2021-09-16,45.0,3,0
홍제1동 공용주차장,2021-09-16,2021-09-16 06:44:10,2021-09-16 08:15:38,2021-09-16,91.0,3,0
홍제1동 공용주차장,2021-09-16,2021-09-16 00:33:53,2021-09-16 02:04:30,2021-09-16,90.0,3,0
홍제1동 공용주차장,2021-09-16,2021-09-15 23:54:54,2021-09-16 00:06:31,2021-09-16,11.0,2,0
홍제1동 공용주차장,2021-09-15,2021-09-15 21:23:18,2021-09-15 22:11:11,2021-09-15,47.0,2,0
홍제1동 공용주차장,2021-09-15,2021-09-15 20:33:45,2021-09-15 21:13:14,2021-09-15,39.0,2,0
홍제1동 공용주차장,2021-09-15,2021-09-15 20:13:43,2021-09-15 20:31:34,2021-09-15,17.0,2,0
홍제1동 공용주차장,2021-09-15,2021-09-15 15:33:43,2021-09-15 16:36:19,2021-09-15,62.0,2,0
홍제1동 공용주차장,2021-09-15,2021-09-15 14:39:11,2021-09-15 14:48:41,2021-09-15,9.0,2,0
홍제1동 공용주차장,2021-09-15,2021-09-15 13:02:58,2021-09-15 13:55:08,2021-09-15,52.0,2,0
홍제1동 공용주차장,2021-09-15,2021-09-15 08:40:38,2021-09-15 09:31:22,2021-09-15,50.0,2,0
홍제1동 공용주차장,2021-09-15,2021-09-15 06:39:05,2021-09-15 08:01:45,2021-09-15,82.0,2,0
홍제1동 공용주차장,2021-09-14,2021-09-14 22:32:52,2021-09-14 22:54:31,2021-09-14,21.0,1,0
홍제1동 공용주차장,2021-09-14,2021-09-14 21:45:39,2021-09-14 21:56:42,2021-09-14,11.0,1,0
홍제1동 공용주차장,2021-09-14,2021-09-14 20:50:36,2021-09-14 21:35:44,2021-09-14,45.0,1,0
홍제1동 공용주차장,2021-09-14,2021-09-14 18:37:41,2021-09-14 19:56:02,2021-09-14,78.0,1,0
